[2013-07-27 10:46:13]	ny.stream.rock.net	306	SongPlayed	1238	35
[2013-07-27 10:48:06]	phi.stream.rock.net	641	SongPlayed	3686	122
[2013-07-27 10:57:34]	wa.stream.rock.net	577	SongPlayed	2387	-28
[2013-07-27 11:00:32]	ny.stream.rock.net	793	SongPlayed	3342	60
[2013-07-27 11:00:32]	ny.stream.rock.net	793	SongPlayed	3342	60
[2013-07-27 11:00:33]	wa.stream.rock.net	8	Follow	391
[2013-07-27 11:08:51]	ny.stream.rock.net	579	SongPlayed	2646	356
[2013-07-27 11:09:39]	ny.stream.rock.net	574	SongPlayed	559	178
[2013-07-27 11:21:20]	bos.stream.rock.net	133	SongPlayed	2719	281
[2013-07-27 11:23:04]	bos.stream.rock.net	542	SongPlayed	3010	410
[2013-07-27 11:24:21]	ny.stream.rock.net	574	SongPlayed	6605	10252
[2013-07-27 11:39:02]	phi.stream.rock.net	475	SongPlayed	4319	354
[2013-07-27 11:42:41]	bos.stream.rock.net	791	SongPlayed	620	15
[2013-07-27 11:47:53]	ny.stream.rock.net	884	SongPlayed	5416	368
[2013-07-27 11:51:36]	ny.stream.rock.net	137	SongPlayed	5879	347
[2013-07-27 12:06:42]	wa.stream.rock.net	808	SongPlayed	2854	103
[2013-07-27 12:07:11]	ny.stream.rock.net	577	SongPlayed	297	405
[2013-07-27 12:07:13]	wa.stream.rock.net	225	Follow	526
[2013-07-27 12:18:59]	phi.stream.rock.net	960	SongPlayed	2171	-23
[2013-07-27 12:21:52]	ny.stream.rock.net	707	SongPlayed	566	166
[2013-07-27 12:54:42]	phi.stream.rock.net	884	SongPlayed	1174	360
[2013-07-27 13:16:18]	bos.stream.rock.net	137	SongPlayed	1978	69
[2013-07-27 13:23:00]	bos.stream.rock.net	186	SongPlayed	5842	187
[2013-07-27 13:23:09]	phi.stream.rock.net	312	Follow	378
[2013-07-27 13:34:02]	ny.stream.rock.net	793	SongPlayed	4686	14
[2013-07-27 13:39:32]	wa.stream.rock.net	808	SongPlayed	5668	87
[2013-07-27 13:58:12]	ny.stream.rock.net	99	SongPlayed	5079	-10
[2013-07-27 14:03:08]	wa.stream.rock.net	791	SongPlayed	4466	-29
[2013-07-27 14:08:23]	ny.stream.rock.net	137	SongPlayed	4114	302
[2013-07-27 14:20:58]	phi.stream.rock.net	115	SongPlayed	1665	309
[2013-07-27 14:21:03]	ny.stream.rock.net	235	Follow	599
[2013-07-27 14:34:47]	ny.stream.rock.net	884	SongPlayed	2797	391
[2013-07-27 14:34:48]	phi.stream.rock.net	445	Follow	713
[2013-07-27 15:11:22]	phi.stream.rock.net	417	SongPlayed	5972	INF
[2013-07-27 15:11:58]	ny.stream.rock.net	797	SongPlayed	5121	299
[2013-07-27 15:32:15]	bos.stream.rock.net	780	SongPlayed	6209	382
[2013-07-27 15:34:38]	ny.stream.rock.net	180	SongPlayed	4399	226
[2013-07-27 15:52:16]	wa.stream.rock.net	574	SongPlayed	4077	48
[2013-07-27 15:52:21]	ny.stream.rock.net	321	Follow	92
[2013-07-27 15:52:22]	bos.stream.rock.net	454	Follow	412
[2013-07-27 16:07:38]	phi.stream.rock.net	117	SongPlayed	2664	228
[2013-07-27 16:15:04]	bos.stream.rock.net	475	SongPlayed	1998	57
[2013-07-27 16:16:21]	phi.stream.rock.net	486	SongPlayed	175	395
[2013-07-27 16:18:19]	bos.stream.rock.net	808	SongPlayed	378	8
[2013-07-27 16:18:34]	wa.stream.rock.net	884	SongPlayed	1085	368
[2013-07-27 16:21:11]	phi.stream.rock.net	69	SongPlayed	5227	399
[2013-07-27 16:24:15]	phi.stream.rock.net	699	SongPlayed	5748	416
[2013-07-27 16:37:05]	wa.stream.rock.net	574	SongPlayed	2191	239
[2013-07-27 16:37:31]	wa.stream.rock.net	791	SongPlayed	1081	191
[2013-07-27 16:41:28]	bos.stream.rock.net	99	SongPlayed	1124	72
[2013-07-27 16:47:18]	phi.stream.rock.net	579	SongPlayed	4407	-13
[2013-07-27 16:47:21]	wa.stream.rock.net	775	Follow	530
[2013-07-27 16:57:35]	wa.stream.rock.net	950	SongPlayed	3708	INF
[2013-07-27 17:32:16]	wa.stream.rock.net	75	SongPlayed	4306	228
[2013-07-27 17:32:16]	wa.stream.rock.net	75	SongPlayed	4306	228
[2013-07-27 17:51:29]	bos.stream.rock.net	137	SongPlayed	3293	229
[2013-07-27 17:52:30]	wa.stream.rock.net	880	SongPlayed	2367	166
[2013-07-27 17:58:14]	phi.stream.rock.net	251	SongPlayed	1213	10258
[2013-07-27 18:02:08]	wa.stream.rock.net	791	SongPlayed	41	388
[2013-07-27 18:03:33]	ny.stream.rock.net	696	SongPlayed	4040	32
[2013-07-27 18:16:48]	phi.stream.rock.net	475	SongPlayed	1609	112
[2013-07-27 18:18:11]	ny.stream.rock.net	579	SongPlayed	2445	8
[2013-07-27 18:18:15]	wa.stream.rock.net	360	Follow	284
[2013-07-27 18:19:32]	ny.stream.rock.net	626	SongPlayed	5447	3
[2013-07-27 18:21:43]	phi.stream.rock.net	69	SongPlayed	4555	40
[2013-07-27 18:27:27]	wa.stream.rock.net	810	SongPlayed	3909	0
[2013-07-27 18:36:50]	ny.stream.rock.net	180	SongPlayed	4281	102
[2013-07-27 18:36:50]	ny.stream.rock.net	180	SongPlayed	4281	102
[2013-07-27 18:39:10]	phi.stream.rock.net	797	SongPlayed	1338	137
[2013-07-27 18:47:54]	ny.stream.rock.net	26	SongPlayed	3027	36
[2013-07-27 18:51:22]	bos.stream.rock.net	251	SongPlayed	5116	325
[2013-07-27 18:51:54]	phi.stream.rock.net	382	SongPlayed	1196	10067
[2013-07-27 18:52:51]	bos.stream.rock.net	585	SongPlayed	2461	47
[2013-07-27 18:52:51]	bos.stream.rock.net	585	SongPlayed	2461	47
[2013-07-27 18:54:32]	wa.stream.rock.net	574	SongPlayed	4167	315
[2013-07-27 18:54:32]	phi.stream.rock.net	112	Follow	74
[2013-07-27 18:54:33]	ny.stream.rock.net	296	Follow	501
[2013-07-27 18:58:51]	wa.stream.rock.net	816	SongPlayed	5720	385
[2013-07-27 18:58:51]	wa.stream.rock.net	816	SongPlayed	5720	385
[2013-07-27 19:04:43]	bos.stream.rock.net	791	SongPlayed	4881	-4
[2013-07-27 19:04:43]	bos.stream.rock.net	791	SongPlayed	4881	-4
[2013-07-27 19:07:10]	bos.stream.rock.net	367	SongPlayed	4017	146
[2013-07-27 19:14:13]	bos.stream.rock.net	45	SongPlayed	3635	392
[2013-07-27 19:22:26]	wa.stream.rock.net	321	SongPlayed	1927	10360
[2013-07-27 19:28:30]	wa.stream.rock.net	884	SongPlayed	4491	359
[2013-07-27 19:59:33]	ny.stream.rock.net	827	SongPlayed	155	10271
[2013-07-27 19:59:38]	wa.stream.rock.net	906	Follow	377
[2013-07-27 20:04:51]	wa.stream.rock.net	80	SongPlayed	3583	155
[2013-07-27 20:16:01]	phi.stream.rock.net	630	SongPlayed	3746	236
[2013-07-27 20:29:27]	ny.stream.rock.net	486	SongPlayed	4407	265
[2013-07-27 20:29:34]	phi.stream.rock.net	417	SongPlayed	2537	242
[2013-07-27 20:30:34]	wa.stream.rock.net	69	SongPlayed	2245	136
[2013-07-27 20:45:21]	wa.stream.rock.net	579	SongPlayed	1023	81
[2013-07-27 20:47:40]	ny.stream.rock.net	791	SongPlayed	706	300
[2013-07-27 20:47:48]	phi.stream.rock.net	298	Follow	665
[2013-07-27 20:55:50]	wa.stream.rock.net	475	SongPlayed	5528	-13
[2013-07-27 21:21:48]	bos.stream.rock.net	911	SongPlayed	3479	408
[2013-07-27 21:31:57]	ny.stream.rock.net	201	SongPlayed	3207	57
[2013-07-27 21:32:04]	phi.stream.rock.net	729	Follow	906
[2013-07-27 21:42:31]	bos.stream.rock.net	810	SongPlayed	2620	204
[2013-07-27 21:44:40]	wa.stream.rock.net	475	SongPlayed	3993	-16
[2013-07-27 21:47:56]	phi.stream.rock.net	810	SongPlayed	1288	25
[2013-07-27 21:59:57]	wa.stream.rock.net	524	SongPlayed	569	10288
[2013-07-27 22:01:20]	phi.stream.rock.net	960	SongPlayed	1615	254
[2013-07-27 22:07:07]	phi.stream.rock.net	634	SongPlayed	2834	371
[2013-07-27 22:09:48]	ny.stream.rock.net	45	SongPlayed	413	297
[2013-07-27 22:35:52]	wa.stream.rock.net	853	SongPlayed	6038	146
[2013-07-27 22:57:40]	phi.stream.rock.net	69	SongPlayed	3742	121
[2013-07-27 23:06:18]	ny.stream.rock.net	810	SongPlayed	4085	355
[2013-07-27 23:06:21]	bos.stream.rock.net	817	Follow	770
[2013-07-27 23:08:45]	bos.stream.rock.net	146	SongPlayed	5677	-14
[2013-07-27 23:08:52]	phi.stream.rock.net	249	Follow	977
[2013-07-27 23:17:09]	ny.stream.rock.net	138	SongPlayed	2774	395
[2013-07-27 23:17:43]	wa.stream.rock.net	797	SongPlayed	5418	315
[2013-07-27 23:29:53]	bos.stream.rock.net	665	SongPlayed	4133	275
[2013-07-27 23:34:07]	phi.stream.rock.net	230	SongPlayed	3747	388
[2013-07-27 23:34:14]	phi.stream.rock.net	827	Follow	915
[2013-07-27 23:36:06]	phi.stream.rock.net	665	SongPlayed	3925	89
[2013-07-27 23:36:29]	wa.stream.rock.net	816	SongPlayed	912	18
[2013-07-27 23:36:47]	bos.stream.rock.net	45	SongPlayed	4311	44
[2013-07-27 23:36:47]	ny.stream.rock.net	137	Follow	212
[2013-07-27 23:46:39]	phi.stream.rock.net	884	SongPlayed	6499	10412
[2013-07-27 23:46:40]	wa.stream.rock.net	763	Follow	515
[2013-07-27 23:49:48]	ny.stream.rock.net	475	SongPlayed	1133	4
[2013-07-27 23:51:53]	bos.stream.rock.net	791	SongPlayed	6409	-5
[2013-07-27 23:51:53]	phi.stream.rock.net	177	Follow	556
[2013-07-27 23:51:55]	phi.stream.rock.net	922	Follow	240
[2013-07-28 01:01:34]	wa.stream.rock.net	977	SongPlayed	3959	207
[2013-07-28 01:01:34]	wa.stream.rock.net	977	SongPlayed	3959	207
[2013-07-28 01:01:39]	wa.stream.rock.net	998	Follow	295
[2013-07-28 01:10:02]	ny.stream.rock.net	542	SongPlayed	97	252
[2013-07-28 01:44:35]	bos.stream.rock.net	6	SongPlayed	488	350
[2013-07-28 02:04:02]	bos.stream.rock.net	421	SongPlayed	784	286
[2013-07-28 02:04:05]	ny.stream.rock.net	877	Follow	192
[2013-07-28 02:33:46]	bos.stream.rock.net	884	SongPlayed	5711	385
[2013-07-28 02:42:28]	wa.stream.rock.net	696	SongPlayed	2737	120
[2013-07-28 03:06:04]	wa.stream.rock.net	295	SongPlayed	337	29
[2013-07-28 03:38:08]	phi.stream.rock.net	797	SongPlayed	6008	71
[2013-07-28 04:00:38]	bos.stream.rock.net	577	SongPlayed	2795	10330
[2013-07-28 04:17:08]	phi.stream.rock.net	567	SongPlayed	6152	223
[2013-07-28 04:17:08]	ny.stream.rock.net	533	Follow	187
[2013-07-28 04:17:08]	ny.stream.rock.net	533	Follow	187
[2013-07-28 04:52:07]	bos.stream.rock.net	797	SongPlayed	5745	203
[2013-07-28 05:09:10]	wa.stream.rock.net	827	SongPlayed	4871	178
[2013-07-28 05:55:19]	bos.stream.rock.net	797	SongPlayed	6322	356
[2013-07-28 05:58:35]	bos.stream.rock.net	295	SongPlayed	3333	1
[2013-07-28 06:06:40]	bos.stream.rock.net	950	SongPlayed	4301	361
[2013-07-28 06:20:09]	phi.stream.rock.net	137	SongPlayed	312	237
[2013-07-28 06:20:15]	phi.stream.rock.net	49	Follow	155
[2013-07-28 06:20:11]	ny.stream.rock.net	47	Follow	280
[2013-07-28 06:20:16]	phi.stream.rock.net	838	Follow	167
[2013-07-28 06:28:28]	phi.stream.rock.net	45	SongPlayed	3888	380
[2013-07-28 06:29:53]	phi.stream.rock.net	880	SongPlayed	667	53
[2013-07-28 06:46:29]	phi.stream.rock.net	911	SongPlayed	6293	44
[2013-07-28 06:46:29]	phi.stream.rock.net	845	Follow	264
[2013-07-28 06:59:55]	bos.stream.rock.net	230	SongPlayed	14	180
[2013-07-28 08:06:15]	bos.stream.rock.net	884	SongPlayed	61	193
[2013-07-28 08:28:26]	bos.stream.rock.net	69	SongPlayed	4772	29
[2013-07-28 08:32:18]	wa.stream.rock.net	69	SongPlayed	4085	189
[2013-07-28 08:33:04]	wa.stream.rock.net	295	SongPlayed	1755	246
[2013-07-28 08:38:08]	phi.stream.rock.net	993	SongPlayed	5921	-29
[2013-07-28 08:38:12]	bos.stream.rock.net	665	Follow	469
[2013-07-28 08:41:47]	phi.stream.rock.net	137	SongPlayed	6647	289
[2013-07-28 08:44:03]	phi.stream.rock.net	201	SongPlayed	5160	10351
[2013-07-28 08:45:36]	wa.stream.rock.net	84	SongPlayed	4980	10313
[2013-07-28 08:45:36]	wa.stream.rock.net	84	SongPlayed	4980	10313
[2013-07-28 08:53:58]	phi.stream.rock.net	45	SongPlayed	696	-18
[2013-07-28 09:02:16]	ny.stream.rock.net	69	SongPlayed	4192	113
[2013-07-28 09:06:11]	phi.stream.rock.net	641	SongPlayed	3828	303
[2013-07-28 09:06:30]	bos.stream.rock.net	80	SongPlayed	5824	160
[2013-07-28 09:06:33]	wa.stream.rock.net	612	Follow	507
[2013-07-28 09:09:22]	wa.stream.rock.net	668	SongPlayed	787	329
[2013-07-28 09:32:26]	ny.stream.rock.net	69	SongPlayed	5105	197
[2013-07-28 09:36:46]	ny.stream.rock.net	370	SongPlayed	3481	90
[2013-07-28 09:36:49]	phi.stream.rock.net	554	Follow	807
[2013-07-28 09:38:22]	phi.stream.rock.net	69	SongPlayed	3783	10000
[2013-07-28 09:52:26]	bos.stream.rock.net	950	SongPlayed	6219	144
[2013-07-28 09:52:26]	bos.stream.rock.net	950	SongPlayed	6219	144
[2013-07-28 10:10:34]	ny.stream.rock.net	880	SongPlayed	3361	226
[2013-07-28 10:15:22]	bos.stream.rock.net	810	SongPlayed	1174	241
[2013-07-28 10:17:00]	wa.stream.rock.net	853	SongPlayed	4645	288
[2013-07-28 10:20:36]	wa.stream.rock.net	295	SongPlayed	5165	377
[2013-07-28 10:36:14]	wa.stream.rock.net	884	SongPlayed	5203	38
[2013-07-28 10:51:31]	bos.stream.rock.net	486	SongPlayed	2798	383
[2013-07-28 10:51:45]	bos.stream.rock.net	173	SongPlayed	1106	414
[2013-07-28 11:00:30]	ny.stream.rock.net	574	SongPlayed	6107	419
[2013-07-28 11:08:40]	bos.stream.rock.net	579	SongPlayed	6209	352
[2013-07-28 11:13:31]	phi.stream.rock.net	137	SongPlayed	555	262
[2013-07-28 11:13:34]	bos.stream.rock.net	991	Follow	636
[2013-07-28 11:13:36]	ny.stream.rock.net	112	Follow	180
[2013-07-28 11:19:54]	phi.stream.rock.net	486	SongPlayed	2341	193
[2013-07-28 11:46:38]	wa.stream.rock.net	271	SongPlayed	2216	10234
[2013-07-28 11:54:11]	wa.stream.rock.net	665	SongPlayed	674	200
[2013-07-28 11:55:42]	phi.stream.rock.net	808	SongPlayed	1288	127
[2013-07-28 12:08:06]	phi.stream.rock.net	579	SongPlayed	2712	227
[2013-07-28 12:08:20]	ny.stream.rock.net	52	SongPlayed	5442	97
[2013-07-28 12:08:23]	phi.stream.rock.net	835	Follow	451
[2013-07-28 12:19:02]	wa.stream.rock.net	69	SongPlayed	2755	10095
[2013-07-28 12:39:13]	bos.stream.rock.net	858	SongPlayed	2387	INF
[2013-07-28 12:45:25]	ny.stream.rock.net	524	SongPlayed	6473	10390
[2013-07-28 12:51:31]	phi.stream.rock.net	808	SongPlayed	1572	352
[2013-07-28 12:52:19]	ny.stream.rock.net	174	SongPlayed	5949	219
[2013-07-28 13:01:08]	phi.stream.rock.net	48	SongPlayed	3591	141
[2013-07-28 13:06:05]	bos.stream.rock.net	416	SongPlayed	5050	284
[2013-07-28 13:13:00]	ny.stream.rock.net	328	SongPlayed	661	336
[2013-07-28 13:18:42]	ny.stream.rock.net	69	SongPlayed	2849	210
[2013-07-28 13:18:46]	bos.stream.rock.net	171	Follow	192
[2013-07-28 13:28:19]	wa.stream.rock.net	853	SongPlayed	4301	52
[2013-07-28 13:28:25]	ny.stream.rock.net	544	Follow	507
[2013-07-28 14:01:05]	phi.stream.rock.net	251	SongPlayed	5849	-22
[2013-07-28 14:18:44]	ny.stream.rock.net	884	SongPlayed	3285	61
[2013-07-28 14:18:46]	phi.stream.rock.net	810	Follow	521
[2013-07-28 14:18:44]	wa.stream.rock.net	558	Follow	215
[2013-07-28 14:22:39]	wa.stream.rock.net	267	SongPlayed	861	307
[2013-07-28 14:22:45]	bos.stream.rock.net	624	Follow	19
[2013-07-28 14:33:14]	phi.stream.rock.net	518	SongPlayed	2709	183
[2013-07-28 14:35:15]	phi.stream.rock.net	810	SongPlayed	5786	188
[2013-07-28 14:38:22]	wa.stream.rock.net	416	SongPlayed	2846	45
[2013-07-28 14:38:22]	wa.stream.rock.net	416	SongPlayed	2846	45
[2013-07-28 14:39:12]	wa.stream.rock.net	138	SongPlayed	6369	217
[2013-07-28 14:40:35]	bos.stream.rock.net	989	SongPlayed	6532	146
[2013-07-28 14:50:02]	wa.stream.rock.net	574	SongPlayed	2085	181
[2013-07-28 14:53:13]	bos.stream.rock.net	475	SongPlayed	729	187
[2013-07-28 15:08:23]	wa.stream.rock.net	48	SongPlayed	4582	398
[2013-07-28 15:11:51]	phi.stream.rock.net	577	SongPlayed	954	10020
[2013-07-28 15:17:15]	bos.stream.rock.net	295	SongPlayed	4692	32
[2013-07-28 15:21:42]	bos.stream.rock.net	858	SongPlayed	5856	84
[2013-07-28 15:21:42]	bos.stream.rock.net	858	SongPlayed	5856	84
[2013-07-28 15:28:18]	ny.stream.rock.net	186	SongPlayed	5829	186
[2013-07-28 15:48:12]	ny.stream.rock.net	371	SongPlayed	5310	319
[2013-07-28 15:48:20]	wa.stream.rock.net	19	Follow	360
[2013-07-28 15:49:30]	bos.stream.rock.net	884	SongPlayed	645	319
[2013-07-28 15:49:34]	ny.stream.rock.net	296	SongPlayed	1	33
[2013-07-28 16:14:45]	ny.stream.rock.net	518	SongPlayed	4728	148
[2013-07-28 16:20:03]	bos.stream.rock.net	562	SongPlayed	3342	65
[2013-07-28 16:20:06]	phi.stream.rock.net	912	Follow	928
[2013-07-28 16:23:19]	wa.stream.rock.net	816	SongPlayed	3286	45
[2013-07-28 16:23:24]	ny.stream.rock.net	980	Follow	4
[2013-07-28 16:28:04]	wa.stream.rock.net	69	SongPlayed	5935	-11
[2013-07-28 16:28:09]	phi.stream.rock.net	69	Follow	639
[2013-07-28 16:28:09]	phi.stream.rock.net	69	Follow	639
[2013-07-28 16:30:21]	phi.stream.rock.net	518	SongPlayed	5816	7
[2013-07-28 16:30:22]	ny.stream.rock.net	111	Follow	550
[2013-07-28 16:31:21]	ny.stream.rock.net	257	SongPlayed	2090	379
[2013-07-28 16:31:24]	wa.stream.rock.net	954	Follow	498
[2013-07-28 16:31:25]	bos.stream.rock.net	830	Follow	822
[2013-07-28 16:34:43]	ny.stream.rock.net	301	SongPlayed	1083	342
[2013-07-28 16:42:22]	phi.stream.rock.net	791	SongPlayed	5592	335
[2013-07-28 16:43:44]	phi.stream.rock.net	793	SongPlayed	1702	403
[2013-07-28 16:46:44]	wa.stream.rock.net	295	SongPlayed	299	227
[2013-07-28 16:47:48]	wa.stream.rock.net	884	SongPlayed	3344	402
[2013-07-28 16:49:08]	wa.stream.rock.net	80	SongPlayed	501	264
[2013-07-28 16:49:08]	wa.stream.rock.net	80	SongPlayed	501	264
[2013-07-28 17:05:00]	ny.stream.rock.net	321	SongPlayed	897	348
[2013-07-28 17:06:21]	wa.stream.rock.net	574	SongPlayed	2625	102
[2013-07-28 17:14:09]	phi.stream.rock.net	884	SongPlayed	5196	270
[2013-07-28 17:14:42]	ny.stream.rock.net	696	SongPlayed	5	296
[2013-07-28 17:17:37]	phi.stream.rock.net	626	SongPlayed	4189	301
[2013-07-28 17:17:45]	phi.stream.rock.net	583	Follow	458
[2013-07-28 17:18:38]	ny.stream.rock.net	869	SongPlayed	1714	202
[2013-07-28 17:23:37]	bos.stream.rock.net	884	SongPlayed	5099	161
[2013-07-28 17:23:43]	ny.stream.rock.net	132	Follow	964
[2013-07-28 17:24:18]	ny.stream.rock.net	293	SongPlayed	5861	71
[2013-07-28 17:25:05]	bos.stream.rock.net	630	SongPlayed	5528	395
[2013-07-28 17:30:42]	ny.stream.rock.net	810	SongPlayed	6638	193
[2013-07-28 17:30:51]	bos.stream.rock.net	317	Follow	636
[2013-07-28 17:35:49]	phi.stream.rock.net	69	SongPlayed	4736	44
[2013-07-28 17:53:11]	wa.stream.rock.net	988	SongPlayed	4945	403
[2013-07-28 17:58:09]	ny.stream.rock.net	230	SongPlayed	4731	298
[2013-07-28 18:00:33]	wa.stream.rock.net	173	SongPlayed	1363	419
[2013-07-28 18:00:33]	wa.stream.rock.net	173	SongPlayed	1363	419
[2013-07-28 18:14:12]	phi.stream.rock.net	791	SongPlayed	2079	211
[2013-07-28 18:25:16]	wa.stream.rock.net	579	SongPlayed	2080	94
[2013-07-28 18:37:13]	bos.stream.rock.net	80	SongPlayed	4750	411
[2013-07-28 18:46:37]	wa.stream.rock.net	45	SongPlayed	5032	209
[2013-07-28 18:52:09]	bos.stream.rock.net	884	SongPlayed	1820	224
[2013-07-28 18:52:17]	bos.stream.rock.net	900	SongPlayed	2608	109
[2013-07-28 18:52:37]	wa.stream.rock.net	787	SongPlayed	3626	304
[2013-07-28 18:53:33]	wa.stream.rock.net	668	SongPlayed	5071	312
[2013-07-28 18:55:01]	phi.stream.rock.net	574	SongPlayed	2716	326
[2013-07-28 19:17:30]	phi.stream.rock.net	574	SongPlayed	1110	-16
[2013-07-28 19:17:34]	ny.stream.rock.net	453	Follow	324
[2013-07-28 19:57:53]	bos.stream.rock.net	137	SongPlayed	4582	30
[2013-07-28 20:11:45]	ny.stream.rock.net	146	SongPlayed	752	104
[2013-07-28 20:12:50]	phi.stream.rock.net	816	SongPlayed	4703	108
[2013-07-28 20:35:44]	phi.stream.rock.net	48	SongPlayed	2186	211
[2013-07-28 20:36:48]	bos.stream.rock.net	960	SongPlayed	1510	10021
[2013-07-28 20:50:41]	bos.stream.rock.net	382	SongPlayed	3198	343
[2013-07-28 20:59:25]	bos.stream.rock.net	982	SongPlayed	4797	-16
[2013-07-28 21:22:10]	wa.stream.rock.net	875	SongPlayed	4645	INF
[2013-07-28 21:22:11]	wa.stream.rock.net	156	Follow	958
[2013-07-28 21:29:02]	ny.stream.rock.net	626	SongPlayed	980	INF
[2013-07-28 21:29:09]	phi.stream.rock.net	260	Follow	341
[2013-07-28 21:29:09]	phi.stream.rock.net	260	Follow	341
[2013-07-28 21:34:30]	phi.stream.rock.net	306	SongPlayed	3491	189
[2013-07-28 21:50:33]	ny.stream.rock.net	696	SongPlayed	5420	10159
[2013-07-28 21:50:51]	wa.stream.rock.net	80	SongPlayed	4241	389
[2013-07-28 21:54:34]	phi.stream.rock.net	696	SongPlayed	5871	219
